Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2011-01-03,9.893729209899902,9.91444316237059,9.751734424414499,9.775750264277862,445138400
2011-01-04,9.945363998413086,9.981687965536205,9.851100285615992,9.979886717458928,309080800
2011-01-05,10.026716232299805,10.036923303381828,9.891625850943198,9.893127291619914,255519600
2011-01-06,10.018617630004883,10.064247665118385,9.99370075460639,10.048337034133304,300428800
2011-01-07,10.090360641479492,10.097265024813522,9.963675267675162,10.026417538564651,311931200
2011-01-10,10.280389785766602,10.303805212931385,10.121883937470825,10.171716872414294,448560000
2011-01-11,10.256072998046875,10.355738856882967,10.190929058383762,10.353337994281711,444108000
2011-01-12,10.339529037475586,10.33982964635659,10.266881089609374,10.304406697442811,302590400
2011-01-13,10.37735366821289,10.40617364067416,10.322417599767652,10.361743651419992,296780400
2011-01-14,10.461409568786621,10.461409568786621,10.340128733192097,10.383657694377725,308840000
2011-01-18,10.226348876953125,10.349731533111493,9.786554270491381,9.89222505921674,1880998000
2011-01-19,10.172015190124512,10.465010977433604,10.113176026592372,10.457505376777592,1135612800
2011-01-20,9.98709487915039,10.15580782781168,9.910243206711598,10.099670114023334,764789200
2011-01-21,9.808172225952148,10.053136365178803,9.80546995289119,10.01981367491746,754401200
2011-01-24,10.130289077758789,10.130289077758789,9.808172663482999,9.81267618491097,574683200
2011-01-25,10.248866081237793,10.25006771484217,10.043829231053023,10.096665036588815,546868000
2011-01-26,10.322418212890625,10.37495342170816,10.251871321838575,10.295700095979486,506875600
2011-01-27,10.303204536437988,10.347634526777309,10.291797432017084,10.320315994692985,285026000
2011-01-28,10.089759826660156,10.338927672127685,10.012609171633336,10.33202328851801,592057200
2011-01-31,10.186426162719727,10.208041142070604,10.03572573147478,10.08075533520853,377246800
2011-02-01,10.35783863067627,10.37645072305177,10.236257209429835,10.245863864397016,426633200
2011-02-02,10.336522102355957,10.36444023507597,10.313406494490959,10.340425205931163,258955200
2011-02-03,10.310110092163086,10.334126739195847,10.163311944482132,10.320917583327828,393797600
2011-02-04,10.401969909667969,10.407974070125032,10.312209714893745,10.316112018379057,321840400
2011-02-07,10.563480377197266,10.604606879112577,10.436194559198224,10.44369936020655,485021600
2011-02-08,10.663146018981934,10.672752677102837,10.571585364449934,10.617515996154992,381040800
2011-02-09,10.75200366973877,10.777221141832943,10.653238043052179,10.662843897464553,482745200
2011-02-10,10.643333435058594,10.80724383809305,10.44700136143326,10.728891534300404,928550000
2011-02-11,10.712677955627441,10.741196514181459,10.613311108239305,10.649635876687606,367572800
2011-02-14,10.782626152038574,10.791631592175701,10.708476765600615,10.710878430070156,310416400
2011-02-15,10.804242134094238,10.806343991667758,10.733695232584841,10.782927759181069,284174800
2011-02-16,10.901206970214844,10.95434179565919,10.822253448585725,10.831258889250769,481157600
2011-02-17,10.756205558776855,10.815345326937926,10.702769341282893,10.724684924092186,530583200
2011-02-18,10.523850440979004,10.792229961630285,10.49262881111498,10.768513932064526,816057200
2011-02-22,10.165109634399414,10.368946445800079,10.138392326364285,10.271380855444665,872555600
2011-02-23,10.285492897033691,10.346132515690277,10.16511147814972,10.169915608369546,671854400
2011-02-24,10.293295860290527,10.36144187142955,10.15790566441563,10.327519571072298,499900800
2011-02-25,10.451802253723145,10.45990746845349,10.350934776292146,10.36474354188852,380018800
2011-02-28,10.603405952453613,10.658642629935178,10.540663672974256,10.544266169543528,403074000
2011-03-01,10.486330032348633,10.678759033456718,10.43739730992263,10.67125423106898,456136800
2011-03-02,10.570680618286133,10.637625791064233,10.45900566181413,10.50583730204391,602590800
2011-03-03,10.794034957885742,10.800939342999284,10.6847616202853,10.722887646105017,500788400
2011-03-04,10.80724048614502,10.815946116838818,10.739694892416646,10.809341541213936,453266800
2011-03-07,10.667945861816406,10.857372666569983,10.546364449524738,10.849266651226747,546123200
2011-03-08,10.679959297180176,10.729192625924039,10.574588253928395,10.65444200847225,356316800
2011-03-09,10.581189155578613,10.64993558690203,10.525052262201271,10.647833730036512,453306000
2011-03-10,10.407073974609375,10.500136866757396,10.35393835225461,10.480622942717536,507539200
2011-03-11,10.566781044006348,10.57668831082745,10.356941621623745,10.366847285197528,471080400
2011-03-14,10.613912582397461,10.701571726930265,10.546367777379409,10.602504676864445,435957200
2011-03-15,10.369850158691406,10.442198297245069,10.209842869679912,10.269882878559407,721081200
2011-03-16,9.906937599182129,10.296899399777855,9.79436239746184,10.26687939942735,1162011200
2011-03-17,10.045933723449707,10.195133528913512,9.926453314874852,10.111677287593135,659422400
2011-03-18,9.926752090454102,10.152803536117194,9.906638552399361,10.120681676351081,753214000
2011-03-21,10.185822486877441,10.199030835074534,10.064540879759685,10.086456460955311,409402000
2011-03-22,10.242860794067383,10.28549032469753,10.181019557104246,10.283689076924427,325922800
2011-03-23,10.182525634765625,10.213445866516317,10.085259813970701,10.185227106843813,372996400
2011-03-24,10.35604190826416,10.386962941639972,10.172619168761061,10.262379386275638,404712000
2011-03-25,10.553274154663086,10.568884174085513,10.41758249967138,10.44910394904891,448910000
2011-03-28,10.52025032043457,10.636729448392416,10.52025032043457,10.601605505000624,309355200
2011-03-29,10.535860061645508,10.535860061645508,10.38876213046356,10.436793813518383,352900800
2011-03-30,10.465913772583008,10.533460186969139,10.430190214980488,10.526254391724343,329406000
2011-03-31,10.462308883666992,10.501034510123574,10.388759933628874,10.397765371282588,274019200
2011-04-01,10.343730926513672,10.554772769313349,10.305905515167266,10.540363585043615,418661600
2011-04-04,10.242565155029297,10.344934107733645,10.158809103554704,10.33622847409933,460084800
2011-04-05,10.173519134521484,10.274386648328573,10.086761000193835,10.116481200421111,482731200
2011-04-06,10.148001670837402,10.323919601159393,10.120983744714275,10.243466238962165,402539200
2011-04-07,10.149201393127441,10.219747474384409,10.087659147885635,10.149801007562925,373447200
2011-04-08,10.058536529541016,10.211338753940128,10.025214652763502,10.204434372572617,377535200
2011-04-11,9.930654525756836,10.076851423798367,9.907239101623217,10.028519134606707,398946800
2011-04-12,9.978687286376953,10.018613752052714,9.912642321200165,9.921347953284787,425639200
2011-04-13,10.09066390991211,10.09096371718571,9.982290795118578,10.057341213237363,346220000
2011-04-14,9.979286193847656,10.086758256429272,9.968479507124034,10.050734096895638,301800800
2011-04-15,9.830389022827148,10.015913617422756,9.810576090180433,10.005706542192517,453605600
2011-04-18,9.962176322937012,9.973584229118265,9.611241520883102,9.789561098861283,609898800
2011-04-19,10.142595291137695,10.146196985326819,9.957970988048569,9.999699497065881,419378400
2011-04-20,10.279191970825195,10.379459087890499,10.251874231655453,10.312214065647614,700666400
2011-04-21,10.528056144714355,10.661045519328459,10.462612386100005,10.657142413451448,753810400
2011-04-25,10.59740161895752,10.619617014106309,10.51604644186156,10.517248075655377,266546000
2011-04-26,10.519651412963867,10.656842902921442,10.487529548114269,10.61571559698676,338800000
2011-04-27,10.511544227600098,10.57758919851426,10.419983575900904,10.574286509075545,356213200
2011-04-28,10.409477233886719,10.499536449153837,10.37255204177619,10.392665581824499,360959200
2011-04-29,10.510941505432129,10.625617742802417,10.407071151671301,10.410373840133541,1006345200
2011-05-02,10.395363807678223,10.521148145112821,10.371948386955369,10.49923336347224,442713600
2011-05-03,10.4530029296875,10.503736879519748,10.37555086852613,10.44669896246601,313348000
2011-05-04,10.49413013458252,10.561975533936018,10.413375391444667,10.454803290524112,389250400
2011-05-05,10.409477233886719,10.535561417858592,10.388462668808945,10.459009561796526,335969200
2011-05-06,10.40677261352539,10.507039682270692,10.393263654119444,10.497733634932475,280134400
2011-05-09,10.434993743896484,10.483026234000096,10.402871880865696,10.442798352178478,204747200
2011-05-10,10.490528106689453,10.497733098437344,10.406772081678895,10.473716459277707,282091600
2011-05-11,10.423884391784668,10.507040815659519,10.36414499643666,10.477621229635448,336000000
2011-05-12,10.404070854187012,10.420582696079828,10.274985413852992,10.39056269573785,322000000
2011-05-13,10.221848487854004,10.394463681659012,10.217345768594429,10.376752611813714,326116000
2011-05-16,10.005704879760742,10.243464841760392,9.984690316601784,10.182824419891777,449775200
2011-05-17,10.090960502624512,10.090960502624512,9.928551587431482,9.966677601328302,452334400
2011-05-18,10.202935218811035,10.238358959785094,10.086757533092811,10.100866907722464,334776400
2011-05-19,10.222747802734375,10.279185294941131,10.166909924813323,10.269278833253003,261170000
2011-05-20,10.06334114074707,10.23535669403534,10.057336981564049,10.193628188525047,337968400
2011-05-23,10.038727760314941,10.086159833588306,9.889228150086964,9.9057391930684,383600000
2011-05-24,9.972383499145508,10.083758685524344,9.94686621481656,10.071750363105155,321927200
2011-05-25,10.110176086425781,10.163612323239946,9.99219711623189,10.009608383312653,294224000
2011-05-26,10.056737899780273,10.113476009151649,10.039626444650342,10.085857674869278,222560800
2011-05-27,10.129087448120117,10.135692025026533,10.036025360218707,10.05073515342574,203599200
2011-05-31,10.441898345947266,10.441898345947266,10.236860636552146,10.239863518971253,417754400
2011-06-01,10.372248649597168,10.57098153054816,10.3464323655337,10.47311693165605,554682800
2011-06-02,10.38996410369873,10.44640242403277,10.335928249752605,10.401972427519537,338783200
2011-06-03,10.310110092163086,10.366848218342385,10.267181538027625,10.302305483501172,313250000
2011-06-06,10.148001670837402,10.418483144214063,10.141097285669515,10.377956255029373,461941200
2011-06-07,9.967880249023438,10.15340482733665,9.963677336062204,10.151904187805194,529785200
2011-06-08,9.973885536193848,10.05073720719793,9.926154451948557,9.960076765100531,333723600
2011-06-09,9.951370239257812,10.016813996501158,9.929154841660036,10.004205257324042,275088800
2011-06-10,9.783555030822754,9.956470830065085,9.771846518054353,9.923148143000201,433955200
